Order ID,Order Date,Region,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1305,2024-05-01,West,Consumer,Technology,Copiers,417.67,8,0.0,-16.04
ORD-1306,2024-12-17,East,Home Office,Technology,Accessories,308.7,1,0.0,23.22
ORD-1307,2024-11-01,West,Corporate,Furniture,Tables,130.94,2,0.4,-14.34
ORD-1308,2023-02-25,East,Home Office,Technology,Copiers,255.31,1,0.4,30.75
ORD-1309,2024-07-17,South,Home Office,Furniture,Furnishings,129.14,8,0.0,24.7
ORD-1310,2023-09-24,South,Corporate,Technology,Phones,214.6,4,0.0,37.42
ORD-1311,2022-05-30,Central,Home Office,Furniture,Furnishings,46.97,1,0.0,2.31
ORD-1312,2022-05-22,Central,Corporate,Office Supplies,Paper,37.77,3,0.0,2.89
ORD-1313,2024-05-10,South,Corporate,Office Supplies,Art,24.29,2,0.3,1.58
ORD-1314,2022-09-30,East,Consumer,Technology,Accessories,611.36,3,0.3,-12.98
ORD-1315,2023-04-02,Central,Corporate,Furniture,Chairs,104.24,7,0.3,11.06
ORD-1316,2023-04-16,Central,Consumer,Furniture,Furnishings,89.49,4,0.15,1.15
ORD-1317,2022-08-20,East,Consumer,Furniture,Furnishings,246.57,2,0.1,-78.33
ORD-1318,2022-07-26,South,Home Office,Technology,Phones,135.93,4,0.0,12.41
ORD-1319,2022-04-01,West,Home Office,Office Supplies,Art,68.22,1,0.1,-6.6
ORD-1320,2022-10-14,West,Home Office,Technology,Accessories,409.14,6,0.2,49.46
ORD-1321,2023-05-01,West,Corporate,Office Supplies,Binders,70.94,5,0.15,8.77
ORD-1322,2022-05-05,South,Home Office,Technology,Machines,484.86,1,0.4,37.82
ORD-1323,2023-12-07,Central,Home Office,Technology,Copiers,643.62,7,0.3,-50.14
ORD-1324,2022-11-02,West,Home Office,Office Supplies,Art,47.34,4,0.4,-3.32
ORD-1325,2023-04-07,South,Consumer,Office Supplies,Binders,37.27,7,0.3,-3.08
ORD-1326,2024-12-21,West,Corporate,Furniture,Furnishings,298.85,6,0.1,30.92
ORD-1327,2022-06-11,East,Home Office,Office Supplies,Storage,78.44,1,0.1,15.54
ORD-1328,2023-07-04,East,Consumer,Office Supplies,Labels,9.11,4,0.1,1.73
ORD-1329,2024-09-08,Central,Consumer,Furniture,Bookcases,554.74,4,0.1,69.7
ORD-1330,2022-08-29,West,Home Office,Technology,Copiers,351.71,7,0.1,101.75
ORD-1331,2023-05-06,Central,Corporate,Technology,Accessories,658.94,6,0.4,-146.93
ORD-1332,2023-09-24,South,Corporate,Office Supplies,Storage,23.08,8,0.0,4.0
ORD-1333,2023-10-18,Central,Corporate,Furniture,Bookcases,155.08,4,0.0,26.51
ORD-1334,2022-10-26,South,Corporate,Furniture,Bookcases,466.81,4,0.0,-15.3
ORD-1335,2023-11-07,West,Corporate,Furniture,Furnishings,273.37,5,0.2,-3.58
ORD-1336,2024-09-27,South,Consumer,Technology,Copiers,807.59,3,0.2,34.01
ORD-1337,2022-10-14,West,Home Office,Technology,Copiers,209.13,1,0.0,0.51
ORD-1338,2022-06-02,East,Corporate,Technology,Phones,253.33,4,0.0,6.95
ORD-1339,2022-05-20,East,Consumer,Technology,Machines,482.76,6,0.4,40.85
ORD-1340,2022-05-04,South,Consumer,Technology,Copiers,699.24,7,0.0,159.44
ORD-1341,2022-01-25,Central,Consumer,Furniture,Bookcases,192.74,3,0.3,-28.39
ORD-1342,2022-08-08,West,Consumer,Furniture,Tables,607.48,6,0.15,42.24
ORD-1343,2023-07-02,Central,Corporate,Office Supplies,Paper,40.02,4,0.4,-5.41
ORD-1344,2023-04-08,East,Consumer,Office Supplies,Paper,18.87,7,0.3,-2.83
ORD-1345,2024-02-12,East,Home Office,Technology,Copiers,754.55,3,0.0,158.95
ORD-1346,2022-06-19,Central,Home Office,Office Supplies,Art,32.59,1,0.0,6.23
ORD-1347,2023-04-16,Central,Consumer,Furniture,Furnishings,291.08,5,0.0,59.73
ORD-1348,2022-03-09,East,Consumer,Furniture,Bookcases,322.55,7,0.0,55.99
ORD-1349,2022-06-07,West,Home Office,Office Supplies,Binders,55.2,6,0.3,-6.83
ORD-1350,2024-02-26,East,Home Office,Technology,Machines,280.57,1,0.2,-8.74
ORD-1351,2022-07-20,East,Corporate,Office Supplies,Binders,104.81,6,0.3,-9.32
ORD-1352,2022-03-02,South,Corporate,Technology,Accessories,288.45,6,0.1,57.94
ORD-1353,2024-02-08,South,Consumer,Office Supplies,Binders,19.16,4,0.15,0.8
ORD-1354,2022-05-31,West,Corporate,Furniture,Bookcases,204.26,7,0.0,19.55
ORD-1355,2023-10-11,East,Consumer,Office Supplies,Paper,1.75,8,0.15,0.35
ORD-1356,2024-01-08,West,Consumer,Office Supplies,Paper,12.32,7,0.0,0.42
ORD-1357,2024-07-08,East,Consumer,Technology,Copiers,281.02,6,0.0,123.16
ORD-1358,2022-07-10,South,Consumer,Technology,Accessories,286.59,7,0.15,13.9
ORD-1359,2024-03-05,West,Home Office,Furniture,Tables,212.7,3,0.3,-22.37
ORD-1360,2022-10-12,Central,Corporate,Office Supplies,Storage,34.32,2,0.0,1.02
ORD-1361,2022-12-09,South,Corporate,Office Supplies,Storage,26.59,2,0.4,1.83
ORD-1362,2024-01-10,South,Home Office,Office Supplies,Binders,52.16,8,0.1,13.97
ORD-1363,2022-08-08,East,Corporate,Furniture,Bookcases,396.0,7,0.2,105.91
ORD-1364,2023-11-06,South,Home Office,Office Supplies,Storage,43.46,5,0.0,11.19
ORD-1365,2023-10-19,South,Corporate,Technology,Machines,459.99,7,0.0,75.32
ORD-1366,2023-10-16,West,Corporate,Office Supplies,Art,64.38,5,0.3,16.03
ORD-1367,2024-03-15,West,Home Office,Office Supplies,Paper,18.52,1,0.0,1.96
ORD-1368,2024-08-03,South,Corporate,Technology,Machines,340.36,7,0.0,24.45
ORD-1369,2024-10-19,West,Corporate,Furniture,Bookcases,139.6,7,0.0,3.66
ORD-1370,2024-02-12,South,Home Office,Furniture,Furnishings,134.06,7,0.3,-0.39
ORD-1371,2022-03-17,East,Consumer,Office Supplies,Labels,124.88,6,0.1,-1.5
ORD-1372,2022-12-07,South,Corporate,Technology,Phones,497.11,2,0.3,2.27
ORD-1373,2022-01-22,West,Home Office,Furniture,Bookcases,228.31,8,0.1,9.07
ORD-1374,2024-02-06,West,Corporate,Office Supplies,Art,39.1,8,0.0,4.66
ORD-1375,2022-08-03,East,Consumer,Office Supplies,Art,6.15,6,0.0,1.61
ORD-1376,2023-10-01,West,Home Office,Office Supplies,Art,61.34,6,0.4,-12.09
ORD-1377,2024-09-02,South,Corporate,Furniture,Furnishings,44.27,5,0.0,17.27
ORD-1378,2022-04-02,East,Corporate,Technology,Phones,609.54,3,0.0,88.61
ORD-1379,2023-05-15,West,Corporate,Technology,Machines,56.43,8,0.3,-3.88
ORD-1380,2023-04-20,West,Home Office,Office Supplies,Binders,87.84,7,0.3,14.55
ORD-1381,2022-03-01,South,Home Office,Technology,Machines,392.14,7,0.3,-32.26
ORD-1382,2022-01-10,West,Corporate,Technology,Machines,184.17,2,0.0,12.78
ORD-1383,2023-01-18,West,Corporate,Office Supplies,Storage,42.41,5,0.0,4.88
ORD-1384,2024-09-29,South,Home Office,Technology,Accessories,432.52,2,0.3,-19.24
ORD-1385,2023-12-14,West,Home Office,Office Supplies,Art,2.52,2,0.15,0.26
ORD-1386,2022-10-02,West,Corporate,Office Supplies,Paper,24.82,3,0.0,0.39
ORD-1387,2024-02-04,South,Corporate,Technology,Machines,514.71,7,0.0,0.26
ORD-1388,2024-05-16,West,Home Office,Furniture,Furnishings,141.61,8,0.0,27.13
ORD-1389,2023-08-15,Central,Corporate,Furniture,Tables,44.61,6,0.0,5.23
ORD-1390,2022-01-20,West,Corporate,Office Supplies,Binders,35.36,7,0.4,-7.21
ORD-1391,2024-10-04,South,Consumer,Office Supplies,Art,27.08,1,0.0,8.07
ORD-1392,2023-03-28,Central,Consumer,Office Supplies,Paper,89.04,3,0.15,15.76
ORD-1393,2024-07-25,East,Home Office,Technology,Copiers,527.95,5,0.0,156.64
ORD-1394,2024-01-22,South,Home Office,Technology,Phones,386.74,7,0.1,58.63
ORD-1395,2022-07-29,Central,Consumer,Technology,Machines,228.37,5,0.4,-1.01
ORD-1396,2023-12-15,East,Consumer,Furniture,Furnishings,196.99,6,0.1,18.82
ORD-1397,2024-05-26,West,Consumer,Furniture,Tables,187.91,6,0.0,4.85
ORD-1398,2024-12-26,West,Corporate,Office Supplies,Labels,35.41,5,0.15,-5.84
ORD-1399,2023-07-02,West,Corporate,Technology,Phones,324.29,5,0.0,66.25
ORD-1400,2022-09-17,West,Consumer,Technology,Machines,580.23,4,0.2,-172.65
ORD-1401,2024-03-15,Central,Home Office,Office Supplies,Binders,15.52,7,0.3,0.75
ORD-1402,2024-07-14,South,Home Office,Furniture,Chairs,443.22,6,0.15,-22.07
ORD-1403,2024-07-20,East,Home Office,Office Supplies,Storage,41.0,8,0.0,2.95
ORD-1404,2024-01-04,West,Corporate,Furniture,Furnishings,179.05,8,0.1,22.58
ORD-1405,2023-07-04,Central,Home Office,Office Supplies,Storage,32.54,8,0.0,12.7
ORD-1406,2023-12-05,East,Consumer,Technology,Phones,339.5,1,0.4,25.83
ORD-1407,2022-09-12,South,Consumer,Furniture,Furnishings,241.87,4,0.3,13.04
ORD-1408,2022-09-28,West,Corporate,Technology,Accessories,461.08,6,0.0,5.92
ORD-1409,2023-05-28,West,Consumer,Furniture,Bookcases,106.97,5,0.3,3.81
ORD-1410,2023-04-25,East,Consumer,Office Supplies,Paper,31.7,8,0.1,4.42
ORD-1411,2022-06-09,South,Consumer,Furniture,Tables,268.27,6,0.0,86.44
ORD-1412,2022-09-04,South,Consumer,Office Supplies,Binders,27.42,7,0.1,5.91
ORD-1413,2022-07-02,East,Corporate,Technology,Phones,597.89,5,0.2,70.79
ORD-1414,2022-10-08,West,Consumer,Office Supplies,Binders,26.23,3,0.0,8.26
ORD-1415,2024-06-20,West,Corporate,Office Supplies,Binders,36.54,4,0.4,-6.34
ORD-1416,2022-06-27,East,Home Office,Furniture,Tables,76.77,6,0.3,-13.27
ORD-1417,2024-05-29,West,Corporate,Office Supplies,Binders,15.3,4,0.0,5.15
ORD-1418,2023-08-07,Central,Consumer,Technology,Phones,169.82,7,0.1,-9.98
ORD-1419,2023-08-29,West,Corporate,Technology,Phones,331.71,2,0.3,-27.87
ORD-1420,2023-05-09,East,Home Office,Office Supplies,Labels,18.54,6,0.0,7.79
ORD-1421,2023-10-11,South,Corporate,Furniture,Furnishings,218.02,8,0.0,62.16
ORD-1422,2022-05-30,East,Corporate,Furniture,Chairs,54.92,1,0.1,-5.35
ORD-1423,2022-05-04,Central,Home Office,Office Supplies,Labels,136.85,7,0.3,11.91
ORD-1424,2024-04-03,Central,Consumer,Furniture,Tables,319.8,2,0.15,56.74
ORD-1425,2024-11-13,Central,Corporate,Furniture,Tables,170.16,5,0.0,33.53
ORD-1426,2024-06-14,East,Consumer,Technology,Machines,152.34,7,0.0,17.72
ORD-1427,2022-08-26,East,Corporate,Office Supplies,Labels,15.53,2,0.0,0.5
ORD-1428,2022-01-26,East,Consumer,Technology,Machines,334.23,6,0.4,39.12
ORD-1429,2024-12-07,West,Corporate,Technology,Accessories,785.08,5,0.0,190.59
ORD-1430,2022-08-30,South,Corporate,Furniture,Bookcases,86.6,5,0.0,10.66
ORD-1431,2022-06-07,Central,Consumer,Office Supplies,Art,14.05,3,0.4,0.23
ORD-1432,2024-01-24,East,Home Office,Furniture,Bookcases,125.58,4,0.0,23.66
ORD-1433,2024-11-08,East,Consumer,Furniture,Chairs,524.99,8,0.0,74.01
ORD-1434,2024-01-16,West,Consumer,Office Supplies,Binders,36.67,4,0.3,-1.89
ORD-1435,2023-10-22,Central,Corporate,Furniture,Furnishings,469.89,6,0.0,92.13
ORD-1436,2022-09-02,West,Consumer,Technology,Phones,160.08,7,0.0,11.28
ORD-1437,2022-05-22,Central,Corporate,Office Supplies,Storage,72.69,8,0.0,8.28
ORD-1438,2022-01-17,Central,Home Office,Office Supplies,Binders,10.43,4,0.15,-0.08
ORD-1439,2024-08-08,South,Consumer,Office Supplies,Labels,58.66,3,0.1,1.92
ORD-1440,2022-01-14,West,Home Office,Office Supplies,Paper,18.79,1,0.2,1.57
ORD-1441,2023-11-18,Central,Consumer,Furniture,Furnishings,812.25,4,0.1,-39.43
ORD-1442,2024-05-09,West,Home Office,Office Supplies,Paper,52.52,2,0.15,6.55
ORD-1443,2022-03-31,Central,Corporate,Furniture,Furnishings,475.02,2,0.0,163.79
ORD-1444,2024-11-01,East,Home Office,Furniture,Furnishings,130.7,7,0.0,-1.88
ORD-1445,2022-09-25,Central,Corporate,Furniture,Bookcases,263.3,6,0.3,-0.07
ORD-1446,2023-10-14,West,Consumer,Office Supplies,Storage,16.59,3,0.1,4.92
ORD-1447,2022-08-12,West,Corporate,Furniture,Chairs,408.96,6,0.4,33.73
ORD-1448,2024-04-12,West,Corporate,Furniture,Bookcases,314.3,8,0.15,84.99
ORD-1449,2023-06-27,West,Home Office,Furniture,Chairs,76.4,1,0.15,-0.79
ORD-1450,2023-03-17,East,Home Office,Office Supplies,Binders,34.22,6,0.1,0.26
ORD-1451,2024-03-22,Central,Corporate,Technology,Phones,172.53,1,0.0,40.4
ORD-1452,2024-04-08,West,Consumer,Office Supplies,Labels,42.63,2,0.4,2.13
ORD-1453,2022-10-14,East,Consumer,Furniture,Chairs,70.61,4,0.0,0.14
ORD-1454,2024-03-31,Central,Consumer,Office Supplies,Paper,97.85,2,0.0,19.6
ORD-1455,2023-02-09,West,Consumer,Technology,Copiers,314.0,2,0.2,-9.96
ORD-1456,2022-03-29,West,Home Office,Office Supplies,Paper,49.27,7,0.3,-5.44
ORD-1457,2024-10-13,South,Consumer,Furniture,Furnishings,92.82,4,0.2,5.55
ORD-1458,2023-01-19,South,Consumer,Office Supplies,Storage,17.72,4,0.0,5.29
ORD-1459,2023-08-28,South,Consumer,Office Supplies,Art,21.36,5,0.0,-0.4
ORD-1460,2024-02-24,West,Home Office,Furniture,Furnishings,471.81,1,0.1,55.2
ORD-1461,2024-02-23,South,Home Office,Technology,Accessories,153.04,6,0.4,-3.51
ORD-1462,2024-10-25,Central,Consumer,Office Supplies,Art,36.9,6,0.0,4.86
ORD-1463,2023-03-25,East,Corporate,Furniture,Bookcases,78.92,4,0.2,-4.48
ORD-1464,2022-11-23,West,Corporate,Furniture,Tables,30.3,4,0.0,6.39
ORD-1465,2024-03-06,West,Consumer,Office Supplies,Binders,125.72,6,0.2,-10.78
ORD-1466,2022-02-27,West,Home Office,Technology,Accessories,290.3,8,0.1,58.24
ORD-1467,2023-09-25,East,Consumer,Furniture,Furnishings,152.2,4,0.0,31.3
ORD-1468,2023-03-25,East,Corporate,Furniture,Furnishings,221.82,3,0.1,19.55
ORD-1469,2023-11-29,Central,Consumer,Technology,Machines,439.86,3,0.0,97.63
ORD-1470,2022-10-18,East,Corporate,Furniture,Bookcases,181.36,2,0.3,-16.45
ORD-1471,2023-11-21,West,Consumer,Office Supplies,Storage,13.09,8,0.3,2.06
ORD-1472,2023-10-12,West,Home Office,Furniture,Bookcases,437.29,7,0.0,90.5
ORD-1473,2023-09-21,West,Consumer,Technology,Accessories,1278.14,7,0.0,145.69
ORD-1474,2022-03-08,West,Home Office,Furniture,Bookcases,210.01,8,0.0,-1.56
ORD-1475,2022-10-16,West,Corporate,Office Supplies,Paper,24.63,3,0.2,-1.7
ORD-1476,2022-07-01,South,Consumer,Technology,Accessories,304.65,4,0.15,42.21
ORD-1477,2023-05-27,Central,Corporate,Technology,Phones,44.57,1,0.0,3.23
ORD-1478,2022-04-09,South,Consumer,Office Supplies,Art,14.49,8,0.3,-0.25
ORD-1479,2024-02-15,South,Consumer,Office Supplies,Labels,49.31,4,0.4,-10.05
ORD-1480,2022-11-30,East,Corporate,Office Supplies,Paper,28.12,6,0.0,9.25
ORD-1481,2023-06-19,Central,Consumer,Furniture,Chairs,129.97,3,0.3,-6.41
ORD-1482,2022-06-03,Central,Home Office,Technology,Phones,173.87,1,0.4,-15.0
ORD-1483,2024-06-02,South,Consumer,Technology,Machines,295.23,2,0.0,18.47
ORD-1484,2023-11-10,South,Home Office,Furniture,Tables,287.1,5,0.15,62.55
ORD-1485,2023-09-02,East,Corporate,Furniture,Chairs,299.79,3,0.4,67.35
ORD-1486,2022-04-22,South,Consumer,Office Supplies,Paper,9.03,8,0.15,0.43
ORD-1487,2023-02-13,West,Consumer,Furniture,Chairs,470.34,2,0.15,17.4
ORD-1488,2024-08-27,South,Corporate,Furniture,Bookcases,128.46,5,0.4,-46.36
ORD-1489,2022-07-06,West,Corporate,Technology,Copiers,533.34,6,0.3,-50.97
ORD-1490,2023-01-18,Central,Corporate,Office Supplies,Paper,7.87,5,0.4,-0.22
ORD-1491,2023-04-09,East,Consumer,Office Supplies,Labels,13.69,2,0.0,2.0
ORD-1492,2023-12-06,West,Home Office,Technology,Copiers,654.12,7,0.0,85.67
ORD-1493,2024-12-06,South,Home Office,Office Supplies,Labels,11.04,8,0.1,1.05
ORD-1494,2023-09-05,East,Home Office,Furniture,Furnishings,181.65,2,0.0,64.56
ORD-1495,2024-07-08,West,Consumer,Furniture,Tables,96.65,1,0.0,-11.9
ORD-1496,2024-05-17,West,Home Office,Furniture,Furnishings,117.94,5,0.0,32.41
ORD-1497,2023-10-17,East,Corporate,Technology,Phones,59.02,6,0.3,-2.88
ORD-1498,2023-07-20,East,Home Office,Technology,Copiers,1100.94,2,0.3,-80.02
ORD-1499,2024-04-28,East,Consumer,Furniture,Tables,256.22,5,0.0,63.01
ORD-1500,2023-12-06,South,Home Office,Office Supplies,Storage,34.17,8,0.4,-4.8
ORD-1501,2022-03-18,South,Consumer,Furniture,Bookcases,222.97,1,0.3,46.08
ORD-1502,2024-03-21,East,Home Office,Office Supplies,Binders,24.76,5,0.4,-0.69
ORD-1503,2024-02-02,Central,Corporate,Furniture,Bookcases,103.81,8,0.15,23.97
ORD-1504,2022-07-21,Central,Home Office,Furniture,Tables,468.29,6,0.4,-60.33
ORD-1505,2023-07-06,East,Consumer,Technology,Copiers,201.11,4,0.4,-20.58
ORD-1506,2024-04-13,Central,Consumer,Technology,Copiers,649.93,2,0.0,153.56
ORD-1507,2023-09-30,West,Home Office,Technology,Copiers,451.46,3,0.0,138.75
ORD-1508,2023-01-30,West,Consumer,Furniture,Chairs,160.48,1,0.4,-12.85
ORD-1509,2024-01-09,Central,Corporate,Technology,Machines,461.99,7,0.4,44.79
ORD-1510,2022-09-11,West,Corporate,Technology,Phones,169.1,8,0.4,10.37
ORD-1511,2022-12-30,Central,Corporate,Office Supplies,Labels,86.81,5,0.0,31.76
ORD-1512,2022-07-05,South,Consumer,Office Supplies,Paper,49.25,4,0.0,13.73
ORD-1513,2023-03-30,West,Corporate,Technology,Machines,436.42,1,0.3,-11.02
ORD-1514,2022-01-19,West,Home Office,Office Supplies,Binders,12.98,4,0.0,-1.12
ORD-1515,2023-06-01,Central,Corporate,Technology,Accessories,443.14,6,0.3,7.85
ORD-1516,2024-07-29,South,Corporate,Office Supplies,Binders,27.94,2,0.3,-0.93
ORD-1517,2022-01-16,Central,Corporate,Technology,Accessories,81.54,8,0.0,21.16
ORD-1518,2022-05-11,Central,Corporate,Office Supplies,Storage,29.2,5,0.15,3.18
ORD-1519,2023-01-21,East,Home Office,Furniture,Tables,471.99,6,0.3,-7.93
ORD-1520,2022-10-14,South,Corporate,Technology,Phones,468.52,7,0.15,101.11
ORD-1521,2024-04-08,West,Corporate,Office Supplies,Paper,42.49,8,0.1,4.4
ORD-1522,2024-01-05,West,Home Office,Technology,Accessories,391.61,5,0.0,28.13
ORD-1523,2022-07-19,Central,Home Office,Office Supplies,Binders,34.13,6,0.0,-0.99
ORD-1524,2022-07-02,West,Home Office,Furniture,Bookcases,262.25,7,0.15,73.24
ORD-1525,2023-11-10,Central,Corporate,Office Supplies,Storage,4.41,8,0.0,0.7
ORD-1526,2022-04-20,South,Consumer,Technology,Phones,497.12,7,0.0,97.31
ORD-1527,2024-12-21,East,Consumer,Office Supplies,Art,19.71,4,0.0,4.09
ORD-1528,2023-12-03,South,Consumer,Office Supplies,Labels,28.22,3,0.2,-1.47
ORD-1529,2022-06-15,West,Corporate,Office Supplies,Storage,40.53,1,0.0,-0.73
ORD-1530,2024-07-14,West,Home Office,Office Supplies,Binders,11.01,8,0.0,2.24
ORD-1531,2022-06-30,South,Corporate,Furniture,Furnishings,256.49,8,0.3,44.78
ORD-1532,2024-02-25,West,Home Office,Furniture,Chairs,105.61,1,0.2,13.5
ORD-1533,2023-10-22,East,Home Office,Technology,Machines,71.43,4,0.0,1.23
ORD-1534,2023-04-09,Central,Consumer,Technology,Accessories,487.2,7,0.0,51.28
ORD-1535,2024-10-27,West,Consumer,Technology,Accessories,143.26,5,0.0,-14.51
ORD-1536,2023-08-19,Central,Corporate,Office Supplies,Labels,39.48,6,0.0,10.34
ORD-1537,2024-09-30,West,Corporate,Office Supplies,Binders,98.31,4,0.0,5.89
ORD-1538,2023-04-05,West,Home Office,Technology,Machines,64.93,3,0.0,19.58
ORD-1539,2022-09-10,South,Home Office,Office Supplies,Paper,38.23,1,0.15,-0.97
ORD-1540,2022-04-09,East,Consumer,Technology,Phones,181.86,7,0.0,31.31
ORD-1541,2024-06-28,Central,Corporate,Office Supplies,Paper,108.19,4,0.0,40.72
ORD-1542,2022-01-20,East,Home Office,Office Supplies,Art,67.38,3,0.15,9.84
ORD-1543,2024-05-07,Central,Consumer,Furniture,Chairs,207.2,8,0.0,63.71
ORD-1544,2023-02-11,Central,Home Office,Technology,Machines,254.88,6,0.1,11.63
ORD-1545,2024-04-19,East,Home Office,Office Supplies,Binders,64.28,4,0.4,2.05
ORD-1546,2024-09-11,East,Consumer,Office Supplies,Binders,11.69,2,0.0,1.48
ORD-1547,2024-10-08,East,Home Office,Furniture,Chairs,99.73,5,0.0,13.34
ORD-1548,2023-04-19,Central,Corporate,Office Supplies,Storage,52.42,2,0.0,1.42
ORD-1549,2022-12-24,Central,Home Office,Furniture,Bookcases,673.63,7,0.2,5.42
ORD-1550,2022-08-26,East,Consumer,Furniture,Chairs,253.48,6,0.0,26.7
ORD-1551,2024-01-03,Central,Home Office,Office Supplies,Labels,70.09,6,0.0,-0.03
ORD-1552,2023-12-03,South,Corporate,Furniture,Chairs,269.81,5,0.4,-8.93
ORD-1553,2024-02-29,South,Home Office,Technology,Copiers,46.8,2,0.0,12.82
ORD-1554,2022-09-29,West,Consumer,Technology,Phones,249.8,8,0.3,15.4
ORD-1555,2024-06-16,Central,Home Office,Furniture,Furnishings,133.65,3,0.0,2.22
ORD-1556,2024-09-16,South,Corporate,Office Supplies,Paper,32.02,2,0.0,4.7
ORD-1557,2023-06-20,East,Home Office,Technology,Accessories,903.23,6,0.1,187.89
ORD-1558,2024-11-29,South,Home Office,Technology,Phones,505.14,8,0.1,-10.0
ORD-1559,2023-12-10,West,Home Office,Technology,Copiers,365.3,1,0.0,70.29
ORD-1560,2022-11-18,South,Consumer,Technology,Copiers,319.99,8,0.0,44.15
ORD-1561,2023-10-19,Central,Consumer,Furniture,Bookcases,177.16,7,0.1,25.26
ORD-1562,2024-04-05,South,Corporate,Furniture,Chairs,174.65,2,0.4,10.41
ORD-1563,2024-10-17,East,Corporate,Office Supplies,Storage,16.6,2,0.0,1.44
ORD-1564,2024-04-06,East,Consumer,Office Supplies,Paper,32.97,4,0.15,-7.12
ORD-1565,2024-07-23,East,Consumer,Office Supplies,Storage,61.77,6,0.4,-1.26
ORD-1566,2024-08-26,South,Consumer,Technology,Accessories,311.85,4,0.0,-11.7
ORD-1567,2022-01-05,Central,Home Office,Office Supplies,Storage,21.45,2,0.2,-1.79
ORD-1568,2022-04-04,West,Home Office,Furniture,Furnishings,313.89,2,0.3,17.57
ORD-1569,2023-06-05,West,Consumer,Technology,Machines,283.69,4,0.3,-27.52
ORD-1570,2024-07-25,East,Corporate,Furniture,Bookcases,161.49,2,0.0,9.99
ORD-1571,2024-07-11,West,Corporate,Office Supplies,Labels,16.48,1,0.0,4.48
ORD-1572,2024-06-05,West,Home Office,Technology,Copiers,1401.91,3,0.0,282.43
ORD-1573,2022-08-01,Central,Home Office,Office Supplies,Labels,54.62,7,0.3,2.49
ORD-1574,2023-05-24,Central,Corporate,Office Supplies,Art,105.39,3,0.4,-18.83
ORD-1575,2022-10-10,Central,Home Office,Office Supplies,Labels,0.49,4,0.2,-0.0
ORD-1576,2023-02-16,Central,Home Office,Furniture,Bookcases,730.16,3,0.0,163.77
ORD-1577,2024-10-28,East,Corporate,Technology,Accessories,1047.17,7,0.4,123.22
ORD-1578,2024-12-29,East,Home Office,Office Supplies,Art,34.83,1,0.0,2.52
ORD-1579,2024-02-20,East,Consumer,Furniture,Chairs,104.15,3,0.15,22.33
ORD-1580,2023-08-10,West,Consumer,Technology,Accessories,150.24,4,0.15,17.09
ORD-1581,2022-03-08,East,Home Office,Office Supplies,Art,27.23,7,0.1,1.55
ORD-1582,2023-05-02,East,Corporate,Technology,Accessories,423.14,7,0.3,44.84
ORD-1583,2023-10-03,East,Home Office,Technology,Phones,274.43,4,0.15,-11.47
ORD-1584,2024-06-26,West,Home Office,Furniture,Bookcases,207.46,5,0.1,10.13
ORD-1585,2024-07-08,West,Consumer,Furniture,Chairs,454.05,7,0.0,-31.64
ORD-1586,2022-03-25,Central,Consumer,Office Supplies,Storage,38.79,5,0.0,14.54
ORD-1587,2022-01-12,West,Consumer,Office Supplies,Art,69.72,6,0.0,16.86
ORD-1588,2022-04-15,South,Home Office,Technology,Accessories,250.44,2,0.2,27.09
ORD-1589,2023-10-13,West,Home Office,Technology,Machines,139.2,3,0.0,34.81
ORD-1590,2024-05-01,East,Corporate,Technology,Copiers,205.31,4,0.1,12.28
ORD-1591,2023-11-11,Central,Consumer,Office Supplies,Storage,23.96,1,0.4,-0.34
ORD-1592,2022-08-23,South,Consumer,Technology,Accessories,499.56,1,0.1,173.6
ORD-1593,2023-10-20,South,Corporate,Office Supplies,Paper,12.67,1,0.15,1.24
ORD-1594,2024-11-24,South,Corporate,Office Supplies,Labels,39.96,5,0.0,5.61
ORD-1595,2023-01-30,East,Consumer,Office Supplies,Labels,46.43,1,0.0,13.36
ORD-1596,2022-05-15,South,Consumer,Furniture,Tables,535.5,7,0.1,41.52
ORD-1597,2022-05-28,East,Corporate,Technology,Machines,575.86,1,0.2,31.05
ORD-1598,2022-06-29,West,Corporate,Furniture,Chairs,168.16,4,0.0,36.92
ORD-1599,2023-06-14,South,Home Office,Office Supplies,Art,42.47,7,0.3,-4.1
ORD-1600,2023-10-10,East,Home Office,Furniture,Furnishings,320.17,2,0.0,54.5
ORD-1601,2022-04-04,Central,Home Office,Technology,Phones,702.1,5,0.0,79.73
ORD-1602,2023-09-10,Central,Corporate,Technology,Phones,35.41,7,0.3,-9.02
ORD-1603,2022-03-05,West,Consumer,Office Supplies,Binders,19.97,5,0.3,-1.19
ORD-1604,2022-10-23,East,Home Office,Office Supplies,Storage,66.1,2,0.0,16.58
ORD-1605,2022-03-27,East,Corporate,Furniture,Furnishings,309.6,6,0.1,9.96
ORD-1606,2023-03-10,West,Consumer,Office Supplies,Labels,23.81,4,0.0,8.19
ORD-1607,2023-06-02,West,Home Office,Furniture,Chairs,160.53,8,0.0,-5.17
ORD-1608,2022-05-30,Central,Consumer,Office Supplies,Paper,76.87,8,0.1,11.41
ORD-1609,2023-11-09,West,Consumer,Office Supplies,Binders,32.71,2,0.15,3.92
ORD-1610,2023-02-01,South,Corporate,Office Supplies,Art,16.81,3,0.15,0.32
